LATITUDE,LONGITUDE,CRASH DATE,CRASH TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,BOROUGH,SEVERITY
40.704563,-73.91066,04/16/2021,8:41,1,0,Driver Inattention/Distraction,MENAHAN STREET,SENECA AVENUE,,QUEENS,1
40.66807,-73.80789,04/14/2021,13:30,0,0,Failure to Yield Right-of-Way,131 STREET,,,,0
40.66944,-73.883995,04/14/2021,0:00,1,0,Traffic Control Disregarded,BLAKE AVENUE,ASHFORD STREET,,BROOKLYN,1
40.684082,-73.90864,9/4/2021,10:15,0,0,Passing Too Closely,CHAUNCEY STREET,,,,0
40.69349,-73.97917,04/14/2021,15:05,1,0,Unspecified,MYRTLE AVENUE,ASHLAND PLACE,,BROOKLYN,1
40.765266,-73.81517,04/16/2021,0:00,0,0,Passing Too Closely,NORTHERN BOULEVARD,150 STREET,,QUEENS,0
40.74613,-73.83605,04/14/2021,18:00,0,0,Driver Inattention/Distraction,VAN WYCK EXPWY,,,,0
40.74708,-73.98135,04/15/2021,12:17,1,0,Driver Inattention/Distraction,PARK AVENUE,EAST 34 STREET,,MANHATTAN,1
40.87482,-73.877,04/15/2021,10:37,1,0,Driver Inattention/Distraction,EAST 206 STREET,PERRY AVENUE,,BRONX,1
40.70399,-73.85589,04/14/2021,19:15,0,0,Failure to Yield Right-of-Way,WOODHAVEN BOULEVARD,82 AVENUE,,QUEENS,0
40.649788,-73.9622,04/16/2021,21:30,0,0,Unspecified,CHURCH AVENUE,SAINT PAULS PLACE,,BROOKLYN,0
40.69507,-73.80114,11/4/2021,11:50,0,0,Passing or Lane Usage Improper,,,106-44    150 STREET,QUEENS,0
40.788673,-73.97136,04/15/2021,9:57,0,0,Passing Too Closely,,,109       WEST 89 STREET,MANHATTAN,0
40.847897,-73.92499,04/15/2021,13:07,0,0,Unspecified,MAJOR DEEGAN EXPRESSWAY,,,,0
40.68896,-73.93326,04/14/2021,11:30,1,0,Driver Inattention/Distraction,STUYVESANT AVENUE,QUINCY STREET,,BROOKLYN,1
40.695377,-73.94921,04/13/2021,7:25,0,0,Passing or Lane Usage Improper,MYRTLE AVENUE,,,,0
40.880657,-73.877625,04/16/2021,18:03,0,0,Passing or Lane Usage Improper,EAST GUN HILL ROAD,WAYNE AVENUE,,BRONX,0
40.828114,-73.93107,04/16/2021,21:00,0,0,Unsafe Lane Changing,MAJOR DEEGAN EXPRESSWAY,,,,0
40.781265,-73.97599,04/16/2021,10:40,1,0,Driver Inattention/Distraction,COLUMBUS AVENUE,,,,1
40.848736,-73.93234,04/16/2021,20:07,0,0,Failure to Yield Right-of-Way,WEST 181 STREET,AUDUBON AVENUE,,MANHATTAN,0
40.65989,-73.90536,04/15/2021,22:22,0,0,Unspecified,NEWPORT STREET,WATKINS STREET,,BROOKLYN,0
40.748436,-73.984566,04/16/2021,18:40,1,0,Unsafe Lane Changing,5 AVENUE,,,,1
40.61033,-73.95932,04/15/2021,12:38,1,0,Unsafe Lane Changing,,,1411      AVENUE P,BROOKLYN,1
40.752556,-73.92972,04/14/2021,12:20,0,0,Unspecified,38 AVENUE,34 STREET,,QUEENS,0
40.829697,-73.91313,04/14/2021,20:50,1,0,Failure to Yield Right-of-Way,TELLER AVENUE,,,,1
40.718826,-73.98424,04/14/2021,2:30,0,0,Turning Improperly,ATTORNEY STREET,RIVINGTON STREET,,MANHATTAN,0
40.65241,-73.9264,04/16/2021,12:38,0,0,Unspecified,,,5403      CHURCH AVENUE,BROOKLYN,0
40.852673,-73.919106,04/15/2021,15:20,1,0,Following Too Closely,UNDERCLIFF AVENUE,SEDGWICK AVENUE,,,1
40.851555,-73.952446,04/16/2021,15:00,0,0,Passing Too Closely,CROSS BRONX EXPY,,,,0
40.707928,-73.784294,04/16/2021,12:50,0,0,Traffic Control Disregarded,JAMAICA AVENUE,,,,0
40.891876,-73.8616,6/4/2021,8:50,0,0,Outside Car Distraction,,,4110      CARPENTER AVENUE,BRONX,0
40.58947,-73.80105,04/15/2021,0:00,0,0,Unspecified,,,207       BEACH 73 STREET,QUEENS,0
40.74668,-73.9745,1/4/2021,4:46,0,0,Turning Improperly,2 AVENUE,EAST 37 STREET,,MANHATTAN,0
40.85814,-73.895744,04/14/2021,22:17,0,0,Unspecified,EAST 184 STREET,MARION AVENUE,,BRONX,0
40.708626,-73.94513,04/16/2021,14:35,0,0,Driver Inattention/Distraction,MANHATTAN AVENUE,SCHOLES STREET,,BROOKLYN,0
40.73464,-73.87421,04/14/2021,15:25,1,0,Reaction to Uninvolved Vehicle,,,89-21     QUEENS BOULEVARD,QUEENS,1
40.62855,-73.952835,04/16/2021,10:00,0,0,Unspecified,,,2408      AVENUE I,BROOKLYN,0
40.65563,-73.92596,04/14/2021,13:40,2,0,Unspecified,LENOX ROAD,EAST 55 STREET,,BROOKLYN,2
40.687046,-73.792114,04/16/2021,10:10,0,0,Driver Inattention/Distraction,155 STREET,LINDEN BOULEVARD,,QUEENS,0
40.70326,-73.86474,04/14/2021,11:46,1,0,Driver Inattention/Distraction,MYRTLE AVENUE,84 STREET,,QUEENS,1
0.0,0.0,6/4/2021,16:00,1,0,Driver Inattention/Distraction,BEDFORD AVENUE,,,,1
40.633114,-73.94928,04/14/2021,13:00,0,0,Driver Inattention/Distraction,,,120       KENILWORTH PLACE,BROOKLYN,0
40.62046,-74.07641,04/14/2021,13:30,0,0,Unspecified,,,135       VANDERBILT AVENUE,STATEN ISLAND,0
40.75964,-73.95817,04/14/2021,21:24,0,0,Reaction to Uninvolved Vehicle,FDR DRIVE,EAST 61 STREET,,MANHATTAN,0
40.64254,-73.87652,04/13/2021,20:15,2,0,Following Too Closely,BELT PARKWAY,,,,2
40.783146,-73.97833,04/15/2021,10:30,1,0,Passing Too Closely,WEST 79 STREET,,,,1
40.705452,-73.78149,04/14/2021,23:30,6,0,Reaction to Uninvolved Vehicle,LIBERTY AVENUE,178 STREET,,QUEENS,6
40.74425,-73.7334,04/15/2021,19:00,0,0,Unspecified,CROSS ISLAND PARKWAY,GRAND CENTRAL PARKWAY,,,0
40.75348,-73.980896,04/14/2021,4:35,0,0,Unsafe Lane Changing,WEST 42 STREET,5 AVENUE,,MANHATTAN,0
40.84307,-73.848076,04/14/2021,23:46,2,0,Unspecified,SILVER STREET,EAST TREMONT AVENUE,,BRONX,2
40.620914,-73.9753,04/15/2021,12:30,1,0,Illnes,MC DONALD AVENUE,BAY PARKWAY,,BROOKLYN,1
40.80889,-73.95581,4/4/2021,21:43,0,0,Unsafe Speed,,,71        MORNINGSIDE AVENUE,MANHATTAN,0
40.78847,-73.968895,04/15/2021,13:18,0,0,Driver Inattention/Distraction,,,51        WEST 90 STREET,MANHATTAN,0
40.712776,-73.90601,04/14/2021,13:36,1,0,Following Too Closely,,,62-41     FOREST AVENUE,QUEENS,1
40.75868,-73.87552,04/16/2021,0:30,0,0,Unsafe Speed,93 STREET,32 AVENUE,,QUEENS,0
40.74661,-73.86473,04/16/2021,17:50,0,0,Alcohol Involvement,,,99-05     43 AVENUE,QUEENS,0
40.835705,-73.88875,04/16/2021,16:01,0,0,Unsafe Speed,SOUTHERN BOULEVARD,EAST 173 STREET,,BRONX,0
40.688404,-73.93803,03/28/2021,18:30,1,0,Unspecified,,,562       QUINCY STREET,BROOKLYN,1
40.781715,-73.823845,12/4/2021,20:00,1,0,Failure to Yield Right-of-Way,144 STREET,20 AVENUE,,QUEENS,1
40.730644,-73.97329,2/4/2021,21:15,0,0,Unsafe Speed,FDR DRIVE,,,,0
40.75218,-73.85201,04/16/2021,15:05,0,0,Following Too Closely,GRAND CENTRAL PKWY,,,,0
40.731422,-73.94641,04/16/2021,15:45,1,0,Failure to Yield Right-of-Way,GREENPOINT AVENUE,HUMBOLDT STREET,,BROOKLYN,1
40.761234,-73.96389,04/15/2021,8:20,0,0,Driver Inattention/Distraction,2 AVENUE,EAST 60 STREET,,MANHATTAN,0
40.668976,-73.90668,10/4/2021,19:09,0,0,Unspecified,STONE AVENUE,BELMONT AVENUE,,BROOKLYN,0
40.637276,-73.93177,04/15/2021,18:20,0,0,Unspecified,SCHENECTADY AVENUE,FARRAGUT ROAD,,BROOKLYN,0
40.788685,-73.94386,11/4/2021,1:36,0,0,Driver Inattention/Distraction,2 AVENUE,,,,0
40.87356,-73.81853,04/16/2021,22:42,0,0,Passing or Lane Usage Improper,HUTCHINSON RIVER PARKWAY,,,,0
40.795006,-73.9485,04/14/2021,23:32,1,0,Driver Inattention/Distraction,,,1618      MADISON AVENUE,MANHATTAN,1
40.820095,-73.955086,04/15/2021,8:30,1,0,Unspecified,WEST 135 STREET,,,,1
40.594334,-73.990944,04/14/2021,11:26,1,0,Driver Inattention/Distraction,BATH AVENUE,,,,1
40.666306,-73.79171,04/14/2021,11:00,0,0,Unsafe Speed,BELT PARKWAY,,,,0
40.673008,-73.97851,04/14/2021,12:37,0,0,Passing or Lane Usage Improper,,,162       GARFIELD PLACE,BROOKLYN,0
40.583626,-73.98407,04/14/2021,0:25,0,0,Unsafe Speed,BELT PARKWAY,,,,0
40.874474,-73.90031,04/14/2021,12:45,0,0,Unspecified,WEBB AVENUE,RESERVOIR AVENUE,,BRONX,0
40.633995,-73.98138,04/14/2021,14:25,1,0,Unspecified,,,1616      43 STREET,BROOKLYN,1
40.772327,-73.94531,04/14/2021,23:20,1,0,Unspecified,FDR DRIVE,,,,1
40.704937,-73.94932,04/15/2021,18:45,0,0,Other Vehicular,,,545       BROADWAY,BROOKLYN,0
40.653873,-74.008156,04/14/2021,15:34,1,0,Reaction to Uninvolved Vehicle,39 STREET,3 AVENUE,,BROOKLYN,1
40.677917,-73.93861,8/4/2021,0:00,1,0,Following Too Closely,ATLANTIC AVENUE,,,,1
40.59857,-73.9689,04/14/2021,13:20,0,0,Unspecified,,,2115      EAST 3 STREET,BROOKLYN,0
40.809563,-73.92923,04/14/2021,6:15,0,0,Unspecified,EAST 135 STREET,3 AVENUE,,,0
40.68836,-73.96444,04/16/2021,15:12,1,0,Unspecified,,,284       LAFAYETTE AVENUE,BROOKLYN,1
40.666737,-73.90224,04/14/2021,19:30,0,0,Failure to Yield Right-of-Way,JUNIUS STREET,BLAKE AVENUE,,BROOKLYN,0
40.713173,-73.90076,04/14/2021,10:30,1,0,Unspecified,FRESH POND ROAD,62 ROAD,,QUEENS,1
40.73006,-73.710754,04/15/2021,6:00,0,0,Unspecified,,,87-33     LITTLE NECK PARKWAY,QUEENS,0
40.652317,-73.92752,04/13/2021,16:20,0,0,Driver Inattention/Distraction,EAST 53 STREET,CHURCH AVENUE,,BROOKLYN,0
40.76122,-73.93056,04/15/2021,1:20,1,0,Unspecified,CRESCENT STREET,,,,1
40.588722,-73.960464,12/4/2021,18:00,0,0,Failure to Yield Right-of-Way,CONEY ISLAND AVENUE,,,,0
40.643456,-73.972725,04/14/2021,17:25,0,0,Unspecified,BEVERLEY ROAD,,,,0
40.865532,-73.86238,12/4/2021,19:45,0,0,Other Vehicular,ALLERTON AVENUE,BOSTON ROAD,,BRONX,0
40.67612,-73.936005,04/16/2021,16:46,1,0,Unspecified,TROY AVENUE,,,,1
40.620663,-74.1524,04/15/2021,9:20,1,0,Unsafe Lane Changing,RICHMOND AVENUE,ANITA STREET,,,1
40.72166,-73.888664,04/15/2021,13:30,0,0,Failure to Yield Right-of-Way,,,60-74     70 STREET,QUEENS,0
40.733723,-73.72516,04/14/2021,17:45,0,0,Unspecified,,,241-15    HILLSIDE AVENUE,QUEENS,0
40.745686,-73.97213,04/14/2021,9:30,0,0,Driver Inattention/Distraction,EAST 37 STREET,QUEENS MIDTOWN TUNNEL EXIT,,,0
40.875294,-73.9088,04/14/2021,0:00,0,0,Unspecified,,,5240      BROADWAY,BRONX,0
40.803555,-73.91184,04/15/2021,16:54,1,0,Unspecified,WILLOW AVENUE,EAST 137 STREET,,BRONX,1
40.7605,-73.95699,04/15/2021,19:20,0,0,Pavement Slippery,FDR DRIVE,,,,0
40.661995,-73.91959,04/16/2021,0:17,0,0,Unspecified,EAST 98 STREET,TAPSCOTT STREET,,,0
40.69045,-73.959435,04/16/2021,13:02,0,0,Passing Too Closely,DE KALB AVENUE,TAAFFE PLACE,,BROOKLYN,0
40.658672,-73.90019,04/16/2021,11:38,1,0,Unspecified,NEW LOTS AVENUE,JUNIUS STREET,,BROOKLYN,1
40.711227,-73.72826,04/15/2021,22:50,0,0,Unspecified,CROSS ISLAND PARKWAY,HEMPSTEAD AVENUE,,,0
40.700485,-73.93637,04/14/2021,13:07,1,0,Following Too Closely,BUSHWICK AVENUE,GARDEN STREET,,BROOKLYN,1
40.816555,-73.91755,04/14/2021,18:49,0,0,Turning Improperly,,,560       MELROSE AVENUE,BRONX,0
40.861862,-73.91282,04/15/2021,22:35,0,0,Traffic Control Disregarded,WEST FORDHAM ROAD,,,,0
40.875793,-73.85465,04/14/2021,22:20,0,0,Other Vehicular,,,3574      LACONIA AVENUE,BRONX,0
40.68657,-73.776146,04/16/2021,6:30,0,0,Unspecified,171 STREET,FOCH BOULEVARD,,QUEENS,0
40.654705,-74.00731,04/14/2021,17:30,0,0,Unspecified,,,976       3 AVENUE,BROOKLYN,0
40.637054,-73.98643,04/14/2021,9:50,1,0,Unspecified,43 STREET,14 AVENUE,,BROOKLYN,1
40.6191,-74.159615,04/16/2021,12:00,0,0,Driver Inattention/Distraction,ARLENE COURT,JULES DRIVE,,,0
40.734566,-73.72269,04/14/2021,8:00,0,0,Driver Inattention/Distraction,CROSS ISLAND PARKWAY,,,,0
40.714912,-73.94784,04/13/2021,9:35,1,0,Following Too Closely,LEONARD STREET,CONSELYEA STREET,,BROOKLYN,1
40.74734,-73.88673,04/14/2021,6:10,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,ROOSEVELT AVENUE,79 STREET,,QUEENS,0
40.6963,-73.97545,04/16/2021,18:18,0,0,Driver Inattention/Distraction,PARK AVENUE,NORTH OXFORD STREET,,BROOKLYN,0
40.63598,-73.915146,04/16/2021,9:40,1,0,Unspecified,,,756       EAST 79 STREET,BROOKLYN,1
40.724358,-73.742516,04/14/2021,12:00,1,0,Traffic Control Disregarded,91 AVENUE,218 STREET,,QUEENS,1
40.586277,-73.9862,04/16/2016,14:20,0,0,Driver Inattention/Distraction,WEST 17 STREET,BAY 50 STREET,,BROOKLYN,0
40.671932,-73.85165,04/16/2021,1:30,0,0,Unsafe Lane Changing,NORTH CONDUIT AVENUE,,,,0
40.650703,-73.920586,10/4/2021,23:05,0,0,Driver Inattention/Distraction,RALPH AVENUE,SNYDER AVENUE,,BROOKLYN,0
40.61378,-74.07225,04/16/2021,6:49,0,0,Passing Too Closely,,,490       TOMPKINS AVENUE,STATEN ISLAND,0
40.727375,-73.90313,04/15/2021,22:15,0,0,Unsafe Speed,54 AVENUE,63 STREET,,QUEENS,0
40.573204,-74.09711,04/14/2021,15:10,0,0,Traffic Control Disregarded,LINCOLN AVENUE,KISWICK STREET,,STATEN ISLAND,0
40.671604,-73.86907,04/15/2021,13:30,0,0,Unspecified,BLAKE AVENUE,,,,0
40.740276,-73.92782,04/15/2021,16:50,0,0,Driver Inattention/Distraction,38 STREET,48 AVENUE,,QUEENS,0
40.684,-73.95031,6/4/2021,15:02,0,0,Passing Too Closely,PUTNAM AVENUE,NOSTRAND AVENUE,,BROOKLYN,0
40.704494,-73.81743,04/15/2021,15:00,1,0,Following Too Closely,VAN WYCK EXPWY,,,,1
40.845642,-73.90211,04/16/2021,6:50,0,0,Unsafe Lane Changing,WEBSTER AVENUE,,,,0
40.82681,-73.85361,04/15/2021,5:36,0,0,Following Too Closely,BRUCKNER EXPRESSWAY,,,,0
40.681168,-73.92941,6/4/2021,21:30,0,0,Passing Too Closely,,,203       BAINBRIDGE STREET,BROOKLYN,0
40.64739,-73.92314,9/4/2021,20:00,0,0,Unspecified,,,348       EAST 57 STREET,BROOKLYN,0
40.687138,-73.75136,04/15/2021,8:30,1,0,Failure to Yield Right-of-Way,122 AVENUE,197 STREET,,,1
40.865143,-73.87204,04/15/2021,9:09,0,0,Unspecified,BRONX RIVER PARKWAY,,,,0
40.866673,-73.90896,04/14/2021,22:50,2,0,Driver Inattention/Distraction,MAJOR DEEGAN EXPRESSWAY,,,,2
40.72313,-73.90614,10/4/2021,18:50,0,0,Unspecified,,,60-15     MASPETH AVENUE,QUEENS,0
40.674934,-73.80186,04/15/2021,14:46,0,0,Unspecified,VAN WYCK EXPWY,,,,0
40.708363,-73.92401,04/15/2021,11:10,0,0,Driver Inattention/Distraction,INGRAHAM STREET,GARDNER AVENUE,,BROOKLYN,0
40.739525,-73.92512,04/16/2021,11:20,0,0,Driver Inattention/Distraction,GREENPOINT AVENUE,40 STREET,,QUEENS,0
40.637997,-74.02136,04/14/2021,18:04,2,0,Unspecified,65 STREET,4 AVENUE,,,2
40.750965,-73.94027,04/14/2021,21:40,1,0,Driver Inattention/Distraction,QUEENS PLAZA NORTH,CRESCENT STREET,,,1
40.671585,-73.99843,04/15/2020,15:20,0,0,Driver Inattention/Distraction,GOWANUS EXPY (BQE),,,,0
40.694294,-73.74868,04/15/2021,16:10,3,0,Unspecified,118 AVENUE,203 STREET,,QUEENS,3
40.810173,-73.95117,8/4/2021,17:25,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,WEST 125 STREET,,,,1
40.694748,-73.73427,04/16/2021,9:29,1,0,Driver Inattention/Distraction,,,116-18    226 STREET,QUEENS,1
40.687103,-73.89251,04/14/2021,19:30,0,0,Driverless/Runaway Vehicle,JACKIE ROBINSON PKWY,,,,0
0.0,0.0,04/14/2021,15:00,0,0,Driver Inattention/Distraction,GERALD COURT,EAST 7 STREET,,BROOKLYN,0
40.861744,-73.911804,04/14/2021,3:04,0,0,Unsafe Speed,WEST FORDHAM ROAD,,,,0
40.741074,-73.7258,04/15/2021,19:45,0,0,Unspecified,CROSS ISLAND PARKWAY,UNION TURNPIKE,,,0
40.67875,-73.794,04/13/2021,8:24,1,0,Traffic Control Disregarded,119 AVENUE,146 STREET,,QUEENS,1
40.666943,-73.890144,04/14/2021,13:16,0,0,Driver Inattention/Distraction,,,775       DUMONT AVENUE,BROOKLYN,0
40.6635,-73.94276,04/16/2021,8:30,0,0,Unspecified,,,451       KINGSTON AVENUE,BROOKLYN,0
40.850304,-73.85137,9/7/2021,14:19,1,0,Failure to Yield Right-of-Way,WILLIAMSBRIDGE ROAD,MORRIS PARK AVENUE,,BRONX,1
40.827824,-73.91934,04/16/2021,20:17,1,0,Failure to Yield Right-of-Way,SHERMAN AVENUE,EAST 163 STREET,,BRONX,1
40.575832,-74.12409,04/15/2021,16:08,1,0,Driver Inexperience,RICHMOND ROAD,SUMMIT AVENUE,,STATEN ISLAND,1
40.730366,-73.91388,04/14/2021,10:00,0,0,Unspecified,LONG ISLAND EXPRESSWAY,,,,0
40.640945,-73.94852,04/15/2021,17:47,0,0,Unspecified,AVENUE D,NOSTRAND AVENUE,,BROOKLYN,0
40.784237,-73.947075,04/15/2021,12:00,0,0,Driver Inattention/Distraction,EAST 96 STREET,,,,0
40.76803,-73.87722,04/15/2021,20:29,1,0,Failure to Yield Right-of-Way,23 AVENUE,93 STREET,,QUEENS,1
40.669823,-73.90981,04/14/2021,13:06,0,0,Unspecified,PITKIN AVENUE,THATFORD AVENUE,,BROOKLYN,0
40.659336,-73.92726,10/4/2021,16:28,0,0,Driver Inattention/Distraction,REMSEN AVENUE,,,,0
40.616093,-74.14523,04/16/2021,4:00,1,0,Driver Inattention/Distraction,,,323       STEWART AVENUE,,1
40.763546,-73.88209,04/16/2021,20:59,0,0,Turning Improperly,87 STREET,25 AVENUE,,QUEENS,0
40.637234,-73.97266,04/15/2021,22:27,0,0,Unspecified,,,465       OCEAN PARKWAY,BROOKLYN,0
40.62614,-74.14276,04/15/2021,19:00,0,0,Driver Inattention/Distraction,,,702       PORT RICHMOND AVENUE,,0
40.638313,-73.95751,04/16/2021,7:30,0,0,Unspecified,,,2110      NEWKIRK AVENUE,BROOKLYN,0
40.651352,-73.89275,04/16/2021,9:35,2,0,Unsafe Speed,GLENWOOD ROAD,WILLIAMS AVENUE,,BROOKLYN,2
40.696564,-73.79125,04/15/2021,0:08,1,0,Aggressive Driving/Road Rage,BREWER BOULEVARD,108 AVENUE,,QUEENS,1
40.72728,-73.97906,04/15/2021,17:30,0,0,Unspecified,,,604       EAST 11 STREET,MANHATTAN,0
40.67816,-73.897484,04/16/2021,2:12,0,0,Passing or Lane Usage Improper,PENNSYLVANIA AVENUE,JAMAICA AVENUE,,BROOKLYN,0
40.905174,-73.85417,04/13/2021,16:49,2,0,Failure to Yield Right-of-Way,EAST 241 STREET,BULLARD AVENUE,,BRONX,2
40.810387,-73.91521,11/9/2021,21:00,1,0,Failure to Yield Right-of-Way,SAINT ANNS AVENUE,SAINT MARYS STREET,,BRONX,1
40.754044,-73.990074,04/14/2021,15:00,0,0,Driver Inattention/Distraction,,,242       WEST 38 STREET,MANHATTAN,0
40.755234,-73.941246,04/14/2021,20:25,1,0,Passing or Lane Usage Improper,21 STREET,,,,1
40.708675,-73.93699,10/4/2021,13:45,0,0,Driver Inattention/Distraction,WATERBURY STREET,MESEROLE STREET,,BROOKLYN,0
40.65103,-73.93032,04/16/2021,18:45,0,0,Traffic Control Disregarded,,,902       UTICA AVENUE,BROOKLYN,0
40.645985,-74.00723,04/14/2021,0:00,0,0,Passing Too Closely,,,565       47 STREET,BROOKLYN,0
40.794773,-73.816185,04/15/2021,15:05,2,0,Failure to Yield Right-of-Way,150 STREET,7 AVENUE,,QUEENS,2
40.845467,-73.940475,04/16/2021,21:04,0,0,Driver Inattention/Distraction,,,306       FORT WASHINGTON AVENUE,MANHATTAN,0
40.643875,-74.01887,04/16/2021,0:00,0,0,Unspecified,3 AVENUE,,,,0
40.658947,-73.73472,04/14/2021,8:20,0,0,Following Too Closely,,,144-26    WELLER LANE,QUEENS,0
40.69168,-73.999344,04/15/2021,15:45,0,0,Following Too Closely,BROOKLYN QUEENS EXPRESSWAY,,,,0
40.59727,-73.99868,04/15/2021,18:23,0,0,Driver Inattention/Distraction,BAY PARKWAY,CROPSEY AVENUE,,BROOKLYN,0
40.878155,-73.84005,04/14/2021,21:20,0,0,Traffic Control Disregarded,ELY AVENUE,TILLOTSON AVENUE,,BRONX,0
40.696983,-73.935234,2/4/2021,22:20,1,0,Unspecified,MYRTLE AVENUE,BROADWAY,,BROOKLYN,1
40.821075,-73.882126,04/14/2021,16:00,0,0,Unspecified,,,1421      STORY AVENUE,BRONX,0
40.88765,-73.84167,04/14/2021,11:00,0,0,Unspecified,,,3865      BAYCHESTER AVENUE,BRONX,0
40.687843,-73.82005,04/14/2021,8:45,0,0,Passing or Lane Usage Improper,,,124-09    LIBERTY AVENUE,QUEENS,0
40.673252,-73.87773,04/14/2021,22:32,2,0,Driver Inattention/Distraction,BELMONT AVENUE,MONTAUK AVENUE,,BROOKLYN,2
40.6699,-73.95116,04/14/2021,11:00,0,0,Unspecified,,,527       EASTERN PARKWAY,BROOKLYN,0
40.667683,-73.99608,04/16/2021,15:04,2,0,Following Too Closely,GOWANUS EXPY (BQE),,,,2
40.63529,-73.958206,04/14/2021,18:10,0,0,Unspecified,FARRAGUT ROAD,OCEAN AVENUE,,BROOKLYN,0
40.71772,-73.96202,04/13/2021,13:00,0,0,Unspecified,,,76        NORTH 4 STREET,BROOKLYN,0
40.857605,-73.93778,04/16/2021,15:20,4,0,Other Vehicular,HENRY HUDSON PARKWAY,,,,4
40.7491,-73.984085,04/16/2021,18:25,0,0,Traffic Control Disregarded,WEST 35 STREET,,,,0
40.71493,-73.79316,04/15/2021,17:03,1,0,Driver Inattention/Distraction,KINGSTON PLACE,HOME LAWN STREET,,QUEENS,1
40.721985,-73.98552,04/16/2021,8:40,0,0,Passing Too Closely,NORFOLK STREET,,,,0
40.5843,-74.16492,8/9/2021,18:00,0,0,Failure to Yield Right-of-Way,,,112       RICHMOND HILL ROAD,,0
40.67983,-73.9583,04/16/2021,15:00,0,0,Backing Unsafely,ATLANTIC AVENUE,,,,0
40.730198,-73.954254,04/15/2021,14:54,0,0,Driver Inattention/Distraction,GREENPOINT AVENUE,MANHATTAN AVENUE,,BROOKLYN,0
40.821117,-73.957466,04/15/2021,9:30,0,0,Unspecified,WEST 135 STREET,,,,0
40.849167,-73.92393,04/14/2021,23:26,0,0,Unsafe Speed,MAJOR DEEGAN EXPRESSWAY,,,,0
40.579826,-73.97622,04/13/2021,17:20,0,0,Driver Inattention/Distraction,NEPTUNE AVENUE,,,,0
40.681335,-73.97667,04/15/2021,16:20,1,0,Other Vehicular,,,440       BERGEN STREET,BROOKLYN,1
40.756725,-73.96,04/15/2021,7:34,0,0,Reaction to Uninvolved Vehicle,FDR DRIVE,,,,0
40.756557,-73.87594,04/14/2021,2:10,0,0,Alcohol Involvement,,,92-15     NORTHERN BOULEVARD,QUEENS,0
40.67792,-73.9182,04/15/2021,15:30,0,0,Driver Inattention/Distraction,DEWEY PLACE,HERKIMER STREET,,BROOKLYN,0
40.607876,-73.92554,04/14/2021,7:44,0,0,Turning Improperly,AVENUE U,RYDER STREET,,BROOKLYN,0
40.607643,-74.03375,04/16/2021,15:16,0,0,Following Too Closely,BELT PARKWAY,,,,0
40.540188,-74.149,04/15/2021,13:45,0,0,Passing or Lane Usage Improper,OSBORNE AVENUE,RUSSELL STREET,,STATEN ISLAND,0
40.616306,-74.03348,04/15/2021,0:00,0,0,Driver Inattention/Distraction,,,305       96 STREET,BROOKLYN,0
40.583874,-73.823044,04/13/2021,14:44,1,0,Turning Improperly,ROCKAWAY BEACH BOULEVARD,BEACH 102 STREET,,,1
40.877827,-73.879585,04/14/2021,9:30,0,0,Unsafe Lane Changing,BAINBRIDGE AVENUE,EAST 208 STREET,,BRONX,0
40.714554,-73.83147,04/14/2021,13:20,1,0,Following Too Closely,QUEENS BOULEVARD,,,,1
40.763668,-73.82303,04/15/2021,16:00,0,0,Passing or Lane Usage Improper,37 AVENUE,,,,0
40.705246,-73.95908,04/16/2021,16:25,0,0,Driver Inattention/Distraction,BROOKLYN QUEENS EXPRESSWAY,,,,0
40.77451,-73.838036,04/15/2021,15:45,0,0,Following Too Closely,ULMER STREET,26 AVENUE,,QUEENS,0
40.768482,-73.95255,9/9/2021,16:45,1,0,Driver Inattention/Distraction,,,1400      YORK AVENUE,MANHATTAN,1
40.797405,-73.942535,8/4/2021,13:25,0,0,Driver Inattention/Distraction,,,1844      LEXINGTON AVENUE,MANHATTAN,0
40.74058,-73.978935,1/4/2021,15:10,0,0,Driver Inattention/Distraction,,,484       2 AVENUE,MANHATTAN,0
40.829723,-73.8981,04/14/2021,12:12,1,0,Unspecified,,,823       EAST 169 STREET,BRONX,1
40.7406,-73.81025,5/4/2021,9:15,1,0,Backing Unsafely,PARSONS BOULEVARD,59 AVENUE,,QUEENS,1
40.71363,-73.917885,04/16/2021,16:20,0,0,Backing Unsafely,,,49-29     METROPOLITAN AVENUE,QUEENS,0
40.647594,-73.97351,04/15/2021,9:00,1,0,Unspecified,CATON AVENUE,EAST 7 STREET,,BROOKLYN,1
40.760403,-73.98748,08/28/2021,18:00,0,0,Unspecified,8 AVENUE,,,,0
40.71975,-73.992165,10/4/2021,11:15,1,0,Driver Inattention/Distraction,FORSYTH STREET,DELANCEY STREET,,MANHATTAN,1
40.834503,-73.93037,04/13/2021,13:40,0,0,Unspecified,UNIVERSITY AVENUE,,,,0
40.63115,-74.076454,04/15/2021,15:34,1,0,Failure to Yield Right-of-Way,,,450       BAY STREET,STATEN ISLAND,1
40.835724,-73.92129,10/4/2021,8:50,0,0,Following Too Closely,EAST 167 STREET,,,,0
